ID	NPS	Energy1	Energy2
939	23670	0.031	0.04486
940	23675	0.031	0.035084
941	23696	0.031	0.018488
942	23719	0.031	0.038011
943	23722	0.031	0.03589
944	23728	0.031	0.039324
945	23743	0.031	0.044452
946	23745	0.031	0.044806
947	23801	0.031	0.04154
948	23859	0.031	0.043691
949	23938	0.031	0.043042
950	23960	0.031	0.044975
951	23961	0.031	0.044979
952	23962	0.031	0.043383
953	23996	0.031	0.04459
954	24010	0.031	0.025486
955	24025	0.031	0.040636
956	24026	0.031	0.029561
957	24151	0.031	0.041678
958	24184	0.031	0.044409
959	24215	0.028436	0.041706
960	24243	0.031	0.043523
961	24260	0.031	0.042474
962	24265	0.031	0.031975
963	24290	0.031	0.042301
964	24305	0.031	0.021648
965	24314	0.031	0.044687
966	24341	0.031	0.033427
967	24351	0.031	0.038126
968	24367	0.031	0.031826
969	24415	0.031	0.044755
970	24442	0.031	0.04458
971	24455	0.029048	0.040764
972	24496	0.031	0.033412
973	24644	0.031	0.044795
974	24663	0.031	0.037675
975	24686	0.031	0.027326
976	24702	0.031	0.019989
977	24725	0.031	0.044384
978	24733	0.031	0.015338
979	24788	0.031	0.040525
980	24855	0.031	0.038577
981	24858	0.031	0.037137
982	24859	0.031	0.036891
983	24920	0.031	0.024977
984	25004	0.031	0.041937
985	25034	0.031	0.036427
986	25049	0.031	0.044704
987	25054	0.028259	0.040287
988	25065	0.031	0.020457
989	25088	0.031	0.03979
990	25101	0.031	0.044478
991	25116	0.030442	0.036376
992	25122	0.031	0.042316
993	25180	0.031	0.041671
